"#","Registration No / Notification No","Product Name","Holder"
"6195","MAL20040848TC","HURIX'S KRIM LUKA ALOE VERA PLUS","JIN BIN CORPORATION SDN. BHD."
"6196","MAL20033628T","MISTURE CHU SHI (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6197","MAL20033624T","PINGKE TANGJIANG (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6198","MAL20034132T","CHUI FONG SU HO WAN CAP AYAM HITAM (BIG PILL)","DYNAPHARM HERBAL (M) SDN. BHD."
"6199","MAL20040021TC","SENG KONG BRAND SAN SHE TAN CORDYCEPS PLUS CHUAN PEI MO","GREATWALL TRADING COMPANY"
"6200","MAL20034115T","FLORDIS Gincosan Capsule","DELFI MARKETING SDN.BHD."
"6201","MAL20033828TC","VITABLUE PAMEGIN TABLET 300MG","VITABLUE SDN BHD"
"6202","MAL20034266T","GNC HERBAL PLUS TRIPLE GINSENG ROOT CAPSULE","ONI Global (Malaysia) Sdn Bhd"
"6203","MAL20033856T","MISTURE QINGWEN JIEDU (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6204","MAL20033857T","MISTURE GAN MAO (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6205","MAL20033854T","MISTURE SHU JIN GE GEN TANG (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6206","MAL20033855T","MISTURE XUANFUDAIZHE (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6207","MAL20033888T","MISTURA SHENGMAI YIN","SYARIKAT UBAT CINA CHONHUA (M) SDN. BHD."
"6208","MAL20040251T","CHIN LENG SAN TONG MAI TAN","VAIL-BON MEDICAL FACTORY SDN. BHD."
"6209","MAL20040835T","VAIL BON GAN CHAO GULA BATUK","VAIL-BON MEDICAL FACTORY SDN. BHD."
"6210","MAL20034554T","TABLET SURI","MAJOR INTEREST SDN BHD"
"6211","MAL20034298T","Yusmira Kapsul Belut Bawang Putih Akar Jarum Mas Ubi Jaga Tongkat Ali Plus Halia","SERI MH UMMI SDN BHD"
"6212","MAL20034297T","MANJAKANI SERAPAT PLUS","SERI MH UMMI SDN BHD"
"6213","MAL20033853T","MISTURE BAI HU (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6214","MAL20033968T","MISTURE XIAO JIANG ZHONG (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6215","MAL20033971T","MISTURE FANGFENG TONGSHENG (LIQUID)500ML","SHAN YAO CORPORATION SDN. BHD."
"6216","MAL20033977T","MISTURE DANZHIXIAOYAO (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6217","MAL20033782T","PEI PA KOA:CAP JIN QI LIN","BESFOMEC INDUSTRIES SDN. BHD."
"6218","MAL20040645T","CHUAN BEI CHEN PI MO (ZHANG SHU BRAND)","BESFOMEC INDUSTRIES SDN. BHD."
"6219","MAL20040853T","ZHUI FENG SU HUP WAN (ZHANG SHU BRAND)","BESFOMEC INDUSTRIES SDN. BHD."
"6220","MAL20034008T","ZI YIN BU SHEN CAPSULE","HERBS PHARMA SDN BHD"
"6221","MAL20033629T","TIN CHUAN WAN","HERBAL LAND MANUFACTURING SDN BHD"
"6222","MAL20041262T","TONG KIN HUO SUEH WAN","HERBAL LAND MANUFACTURING SDN BHD"
"6223","MAL20033759T","AIR PENYEJUK BADAN","LEN FA MEDICAL SUPPLIES (M) SDN BHD"
"6224","MAL20033982T","MISTURE HUOXINGZHENGQI (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6225","MAL20033967T","MISTURE SHU JING TANG (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6226","MAL20033581T","MISTURE SHI GAO (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6227","MAL20033582T","MISTURE HUO PO XIA LING (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6228","MAL20033781T","REN SHEN BU YUAN SU LIQUID:DRAGON BRAND","BESFOMEC INDUSTRIES SDN. BHD."
"6229","MAL20034284T","CHONG CAO PAO SHEN BAI FENG WAN TINY PILL (ZHANG SHU BRAND)","BESFOMEC INDUSTRIES SDN. BHD."
"6230","MAL20034282T","CHAN HOU WU JIN WAN TINY PILL (ZHANG SHU BRAND)","BESFOMEC INDUSTRIES SDN. BHD."
"6231","MAL20034281T","CHAN HOU WU KIM WAN TINY PILL(CAP BUKIT)","BESFOMEC INDUSTRIES SDN. BHD."
"6232","MAL20034503T","ACE YANG SHENG BAO","ACE HEALTH PRODUCTS SDN. BHD."
"6233","MAL20034315T","ACE CITRIMAX","ACE HEALTH PRODUCTS SDN. BHD."
"6234","MAL20033903T","Dang Gui Capsule","WHITE HERON PHARMACEUTICAL SDN. BHD."
"6235","MAL20033749T","Basic Women Capsule","WHITE HERON PHARMACEUTICAL SDN. BHD."
"6236","MAL20034300TC","Yusmira Kapsul Manjakani Kacip Fatimah Serapat Jarum Emas plus Pati Halia","ASBAB ANJAIB MARKETING"
"6237","MAL20033584T","MISTURE XIAN RU YIN (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6238","MAL20033583T","YAN XUE TANG GUI JING (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6239","MAL20034260TC","LETON 3","Leton Products (M) Sdn Bhd."
"6240","MAL20033808T","DYNA ZHI YANG TABLET","DYNAPHARM HERBAL (M) SDN. BHD."
"6241","MAL20040717TC","Serbuk Fong Sah Du Tong (CAP KUDA)","KEDAI UBAT FOOK ON"
"6242","MAL20033585T","MISTURE YU PING FENG (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6243","MAL20034007T","MISTURA ZIKUAN (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6244","MAL20034006T","MISTURE WU LING (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6245","MAL20040975T","YANG XIN NING SHEN WAN (ZHANG SHU BRAND)","BESFOMEC INDUSTRIES SDN. BHD."
"6246","MAL20033780T","PEI PA KOA CAP FEI CHUI","BESFOMEC INDUSTRIES SDN. BHD."
"6247","MAL20033887T","MISTURA SIJUNZI","SYARIKAT UBAT CINA CHONHUA (M) SDN. BHD."
"6248","MAL20033985T","MISTURE LONGDANXIEGAN (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6249","MAL20034014T","MISTURE GAO JI (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6250","MAL20034709T","ZECUF HERBAL COUGH REMEDY","Synergy Meditech (M) Sdn Bhd"
"6251","MAL20040856T","Herbodyn Capsules","Synergy Meditech (M) Sdn Bhd"
"6252","MAL20040042T","TIEN CHI TIEH TA WAN (TINY PILL) HO CHEE MENG 8.5 GM","KEDAI UBAT JOO FATT HO CHEE MENG"
"6253","MAL20034009T","VITATONE (VITARITE) FORTE CAPSULES","HERBS PHARMA SDN BHD"
"6254","MAL20033748T","Shine Bitter-G Capsule","WHITE HERON PHARMACEUTICAL SDN. BHD."
"6255","MAL20033750TC","PFW Grape Seed Capsule","WHITE HERON PHARMACEUTICAL SDN. BHD."
"6256","MAL20034672TC","U-PIN POLY HERBAL TEA","U-PIN MEDIC TRADING SDN. BHD."
"6257","MAL20033595T","GNC NATURAL BRAND-FLAXSEED OIL","ONI Global (Malaysia) Sdn Bhd"
"6258","MAL20034250T","GNC GINSENG GOLD-SIBERIAN GINSENG ROOT","ONI Global (Malaysia) Sdn Bhd"
"6259","MAL20033832T","RENSHEN CHONGCAO CHUANBEI PIPA MI PLUS","DYNAPHARM HERBAL (M) SDN. BHD."
"6260","MAL20033837T","GINSENG BIRD`S NEST CHONG CAO PI PA MI PLUS","DYNAPHARM HERBAL (M) SDN. BHD."
"6261","MAL20033838T","DYNA YEN-WO LING-ZHI CHONG-CAO CHUAN-BEI GAO PLUS SYRUP","DYNAPHARM HERBAL (M) SDN. BHD."
"6262","MAL20034143TC","I-Mann","Leton Products (M) Sdn Bhd."
"6263","MAL20034142TC","TIGER BRAND GASTROBIA `R`  CAPSULE","Leton Products (M) Sdn Bhd."
"6264","MAL20034290TC","KO CHANG PAI UBAT SAKIT TEKAK","Leton Products (M) Sdn Bhd."
"6265","MAL20033730T","MISTURE LIU GAN (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6266","MAL20033731T","MISTURE PING CHUAN (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6267","MAL20033963T","GINSENG EXTRACT POWDER","ORIENT LABORATORIES SDN. BHD."
"6268","MAL20033849T","GINSENG POWDER","ORIENT LABORATORIES SDN. BHD."
"6269","MAL20033897T","GREENPLUS CAPSULE 500 MG","ORIENT LABORATORIES SDN. BHD."
"6270","MAL20033898T","GREEN CAPSULE 450 MG","ORIENT LABORATORIES SDN. BHD."
"6271","MAL20033809T","DYNA QU RE HOU TONG CAPSULE","DYNAPHARM HERBAL (M) SDN. BHD."
"6272","MAL20033979T","MISTURE SAN ZHI HU ZHANG (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6273","MAL20040164T","MIRTOSELECT","UNISON NUTRACEUTICALS SDN. BHD."
"6274","MAL20033593T","GNC KELP TABLET","ONI Global (Malaysia) Sdn Bhd"
"6275","MAL20034183T","CHUN CHO FAH TAN DEN","SHANGHAI CHATLIN PHARMACEUTICAL COMPANY"
"6276","MAL20041121T","VIM STOMACH CAPSULES","SHANGHAI CHATLIN PHARMACEUTICAL COMPANY"
"6277","MAL20033965T","MISTURE SHENLINGBAISHUSAN (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6278","MAL20034312T","BAM GAMAT SERAI PETANI PLUS","SYARIKAT ZULKIFLI BAMADHAJ"
"6279","MAL20034313T","BAM SERAI PETANI PLUS","SYARIKAT ZULKIFLI BAMADHAJ"
"6280","MAL20033570T","MAAJUN PETANI TONGKAT ALI PLUS","SYARIKAT ZULKIFLI BAMADHAJ"
"6281","MAL20033563T","MINYAK BUNGA MERAH PETANI PLUS","SYARIKAT ZULKIFLI BAMADHAJ"
"6282","MAL20033560T","UBAT TRADISIONAL MINYAK GAMAT ASLI LANGKAWI PLUS","SYARIKAT ZULKIFLI BAMADHAJ"
"6283","MAL20040787T","JON PAI MUI POWDER (ORAL POWDER) PLUS","HO POH ONN MEDICAL HALL (M) SDN. BHD."
"6284","MAL20031899TE","EU YAN SANG BO YING COMPOUND POWDER","WENG LI SDN BHD"
"6285","MAL20034031TC","CLENZ HERBAL TEA","PLANTBIO RESEARCH SDN. BHD."
"6286","MAL20034025T","XIAO ER ZHI KE TANG JIANG (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6287","MAL20040129T","KAPIKACHHU CAPSULES","HIMALAYA WELLNESS MALAYSIA SDN. BHD."
"6288","MAL20040779T","HARIDRA CAPSULES","HIMALAYA WELLNESS MALAYSIA SDN. BHD."
"6289","MAL20040302T","MANDUKAPARNI CAPSULES","HIMALAYA WELLNESS MALAYSIA SDN. BHD."
"6290","MAL20040130T","SHIGRU CAPSULES","HIMALAYA WELLNESS MALAYSIA SDN. BHD."
"6291","MAL20040318T","MANJISHTHA CAPSULES","HIMALAYA WELLNESS MALAYSIA SDN. BHD."
"6292","MAL20040319T","SUNTHI CAPSULES","HIMALAYA WELLNESS MALAYSIA SDN. BHD."
"6293","MAL20034023T","MISTURE ER CHEN (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6294","MAL20040166T","SOYSELECT (TM)","UNISON NUTRACEUTICALS SDN. BHD."
"6295","MAL20034071T","CHEEZHENG PAIN RELIEVING PLASTER","HAI-O ENTERPRISE BERHAD"
"6296","MAL20034021T","DANG GUI NIAN TONG TANG (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6297","MAL20034022T","MISTURE FANG XING HUASHI (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6298","MAL20034056TC","CAP POKOK SERDANG MINYAK KIM KUN (UBAT AKAR KAYU)","PERDAGANGAN CHIN HUNG"
"6299","MAL20040618T","M-Herbs Shu Zhi Tong Capsules","MULTI HERBS PHARMACEUTICAL (M) SDN BHD"
"6300","MAL20040668T","KONICARE TELON OIL","DELFI MARKETING SDN.BHD."
"6301","MAL20034286T","ESSENCE OF RADIX WILD GINSENG, CORTEX EUCOMMIAE, PLUS","LEN FA MEDICAL SUPPLIES (M) SDN BHD"
"6302","MAL20040619T","M-Herbs Shu Ke Tong Capsules","MULTI HERBS PHARMACEUTICAL (M) SDN BHD"
"6303","MAL20034086T","GNC HERBAL PLUS GINKGO BILOBA 120MG","ONI Global (Malaysia) Sdn Bhd"
"6304","MAL20034410T","GNC-MEN`S SAW PALMETTO FORMULA","ONI Global (Malaysia) Sdn Bhd"
"6305","MAL20040084TC","Green Heron Z-Cho Red Yeast Rice Capsule","GREEN HERON (M) SDN. BHD."
"6306","MAL20034049T","JIN HUA WU JIA PI JIU","HAI-O ENTERPRISE BERHAD"
"6307","MAL20034024T","MISTURE JIUWEIQIANGHUO (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6308","MAL20033589T","ESSENCE OF GINSENG WITH CORDCEPS: TWIN PANDA BRAND","BESFOMEC INDUSTRIES SDN. BHD."
"6309","MAL20034369TC","NHF PROPOLIS PLUS LIQUID","HEBAMED SDN. BHD."
"6310","MAL20034368TC","NHF ROYAL JELLY  LIQUID","HEBAMED SDN. BHD."
"6311","MAL20034314T","Bio Active Gincoma","QD HERBS SDN. BHD."
"6312","MAL20034129T","DELAXE","QD HERBS SDN. BHD."
"6313","MAL20034496T","YIN HUA EXTRACT SYRUP","KAHONG SDN BHD"
"6314","MAL20034457TC","PIL FONG SAH (CAP KUDA)","KEDAI UBAT FOOK ON"
"6315","MAL20040153T","URIACIN","THE MITOMASA SDN. BHD."
"6316","MAL20040002TC","RESIST","Efomax Global Marketing"
"6317","MAL20034535TC","WEINER`S FUZHEN","Efomax Global Marketing"
"6318","MAL20034299TC","TEH HERBA TRADI MEDI HERBA TRADI MEDI","SERI MH UMMI SDN BHD"
"6319","MAL20034816TC","BEE PROPOLIS PLUS COUGH NECTAR","EU YAN SANG (1959) SDN.BHD."
"6320","MAL20040167T","TRIBULUS TERRESTRIS EXTRACT","UNISON NUTRACEUTICALS SDN. BHD."
"6321","MAL20040119T","ST.JOHNSELECT","UNISON NUTRACEUTICALS SDN. BHD."
"6322","MAL20040165T","LEUCOSELECT","UNISON NUTRACEUTICALS SDN. BHD."
"6323","MAL20033932TC","GINKGO PLUS TABLET","VITABLUE SDN BHD"
"6324","MAL20034337T","KUANGGE QU YU TANG (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6325","MAL20034340T","MISTURE DING XIANG SHU GAN (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6326","MAL20034335T","MISTURE YANG YIN QINGFEI (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6327","MAL20034339T","MISTURE PI HU ZHI YANG (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6328","MAL20034207T","MISTURE QINGZAO JIUFEI (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6329","MAL20034208T","MISTURE SHU YU HEQI (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6330","MAL20034067T","MISTURE YANGHE (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6331","MAL20034068T","MISTURE ZHUANG YAO YIJING (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6332","MAL20034063T","MISTURA SHAOFU ZHUYU","SYARIKAT UBAT CINA CHONHUA (M) SDN. BHD."
"6333","MAL20034064T","MISTURA XIAOYAO","SYARIKAT UBAT CINA CHONHUA (M) SDN. BHD."
"6334","MAL20034065T","MISTURA LINGGUI SHUGAN","SYARIKAT UBAT CINA CHONHUA (M) SDN. BHD."
"6335","MAL20034122T","MISTURA PIXIE FENQING TANG","SYARIKAT UBAT CINA CHONHUA (M) SDN. BHD."
"6336","MAL20034121T","MISTURA FANGFENG TONGSHENG","SYARIKAT UBAT CINA CHONHUA (M) SDN. BHD."
"6337","MAL20040620T","M-Herbs Shu Feng Tong Capsule","MULTI HERBS PHARMACEUTICAL (M) SDN BHD"
"6338","MAL20040715TC","HLD HU-XIN CAPSULE","HLD MEDICAL INDUSTRIES SDN BHD"
"6339","MAL20034187T","Biotropics Circulaid","Biotropics Malaysia Berhad"
"6340","MAL20034700T","MINYAK DAUN UBAT","HONG YANG HOO PHARMA SDN BHD"
"6341","MAL20034710T","EUROBIO® SAW PALMETTO PLUS CRANBERRY","EUROBIO SDN BHD"
"6342","MAL20034669T","Tian Jian Soh Hup Yuen Capsule","EXCEL HERBAL INDUSTRIES SDN. BHD."
"6343","MAL20034668T","SHENG LOONG BRAND SU HO WAN","EXCEL HERBAL INDUSTRIES SDN. BHD."
"6344","MAL20034069T","MISTURE TOU TONG (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6345","MAL20040923T","CHAN PEI MUI (POWDER) COMPOUND","HO POH ONN MEDICAL HALL (M) SDN. BHD."
"6346","MAL20034720T","CHEE KUT YUEN","HO POH ONN MEDICAL HALL (M) SDN. BHD."
"6347","MAL20034722T","AIR RAMUAN-SER CHOW SWEE","HO POH ONN MEDICAL HALL (M) SDN. BHD."
"6348","MAL20034127T","FMD FLOR ESSENCE HERBAL TEA BLEND","BASIC HEALTH & BEAUTY SDN BHD"
"6349","MAL20034715T","GENTIANAE PLUS TABLET","DYNAPHARM HERBAL (M) SDN. BHD."
"6350","MAL20034427T","SHOUWU HAIR PLUS","DYNAPHARM HERBAL (M) SDN. BHD."
"6351","MAL20034821T","MISTURE QIWEI XIAODU (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6352","MAL20034318T","MISTURE SHEN SU YIN (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6353","MAL20034516T","MISTURE BUXUE JIAN NAO (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6354","MAL20034317T","MISTURE YIYIREN TANG (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6355","MAL20034316T","MISTURE GUAN JIE TONG (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6356","MAL20034319T","MISTURE AN SHEN (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6357","MAL20034320T","MISTURE ER XIAN (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6358","MAL20034818T","ZENG YE TANG (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6359","MAL20034269T","GINKGOHAW","SHITEK MICRO ALGAE SDN BHD"
"6360","MAL20034270T","GINKGO PLUS CAPSULE","SHITEK MICRO ALGAE SDN BHD"
"6361","MAL20040135T","CHLOROGUARD™","VIVA LIFE SCIENCE SDN. BHD."
"6362","MAL20032620TE","PHYTO CENTELLA","Biotropics Malaysia Berhad"
"6363","MAL20034378T","MERIT","PT. SARI SIHAT (M) SDN. BHD."
"6364","MAL20034536TC","WEINER`S RITOX","Efomax Global Marketing"
"6365","MAL20034149T","MISTURA SHIWEI GANMAI DAZAO","SYARIKAT UBAT CINA CHONHUA (M) SDN. BHD."
"6366","MAL20034721T","PAI PAU PAU YING TANG","HO POH ONN MEDICAL HALL (M) SDN. BHD."
"6367","MAL20040947T","NUTRIMIQ","SERI MH UMMI SDN BHD"
"6368","MAL20040941T","EXAMA CKM 500 PLUS","SERI MH UMMI SDN BHD"
"6369","MAL20034707TC","PK LINGZHI CAPSULE","KIN BIO SDN. BHD."
"6370","MAL20040921T","ER BI KANG","MULTI HERBS PHARMACEUTICAL (M) SDN BHD"
"6371","MAL20040839T","YUE JIAN HONG","MULTI HERBS PHARMACEUTICAL (M) SDN BHD"
"6372","MAL20040621T","M-HERBS BILBERRY PLUS","MULTI HERBS PHARMACEUTICAL (M) SDN BHD"
"6373","MAL20034048TS","THREE LEGS COOLING WATER","SYARIKAT WEN KEN DRUG SDN. BHD."
"6374","MAL20034148T","SURIMAS OIL","ELPAR HERBS SDN. BHD."
"6375","MAL20034537T","BONLIFE GREEN TEA EXTRACT 300MG CAPSULE","ORIENT LABORATORIES SDN. BHD."
"6376","MAL20034412T","FMD FLOR ESSENCE DRY HERBAL TEA BLEND","BASIC HEALTH & BEAUTY SDN BHD"
"6377","MAL20034155T","PHASE 2 (CAPSULE)","NATURAL WELLNESS INDUSTRIES SDN. BHD. (MILIK PENUH NUTRIVENTION SDN. BHD)"
"6378","MAL20034507T","PHHP PHYTO GREENS PLUS","HIGH VALLEY CONTRACT MANUFACTURING (GMP) SDN BHD"
"6379","MAL20034061T","XIAO ER QI XING CHA","SYARIKAT UBAT CINA CHONHUA (M) SDN. BHD."
"6380","MAL20034062T","MISTURA JIUWEI JIANGHUO","SYARIKAT UBAT CINA CHONHUA (M) SDN. BHD."
"6381","MAL20034170T","DANGGUI NIANTONG TANG","SYARIKAT UBAT CINA CHONHUA (M) SDN. BHD."
"6382","MAL20034819T","MISTURE BAN XIA HOU PO (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6383","MAL20034432T","MISTURE ZI YIN DIHUANG (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6384","MAL20034179T","MISTURE XIANG FANG HUO MING (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6385","MAL20034177T","XIAO ER XI SHI TANG (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6386","MAL20034178T","MISTURE QI WEI TOU YUN FENG (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6387","MAL20034176T","MISTURE HUI YU (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6388","MAL20034451T","MISTURE SHUFENG JIEBIAO (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6389","MAL20034450T","MISTURE TONGLUO HUO XUE (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6390","MAL20034452T","TIAO SHEN TANG (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6391","MAL20034446T","MISTURE JIA BI (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6392","MAL20034449T","MISTURE FUKE DABU (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6393","MAL20040127T","MISTURE FUFANG DA QING YE (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6394","MAL20040123T","MISTURE YIMU SHENGJIN TANG (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6395","MAL20040121T","MISTURE SHUJINLI ANTANG (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6396","MAL20040124T","MISTURE ZHI TANG (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6397","MAL20040128T","BI YAN SUGA (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6398","MAL20034175T","MISTURE WEI SHU NING TANG (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6399","MAL20034174T","MISTURE TINGLI DAZAO XIEFEI (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6400","MAL20034173T","MISTURE BAIHUA SHESHECAO (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6401","MAL20034172T","SHU GIN TANG SUGA (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6402","MAL20034171T","MISTURE MINGMUDIHUANG (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6403","MAL20034559T","MISTURE WENJINGTANG (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6404","MAL20034154T","AQUACAL SEAWEED (CAPSULE)","NATURAL WELLNESS INDUSTRIES SDN. BHD. (MILIK PENUH NUTRIVENTION SDN. BHD)"
"6405","MAL20040030TC","MINYAK SERIBU CHOP DUNIA","KEDAI UBAT HENG DE"
"6406","MAL20040320TC","HUI CHOON TONG JUN GING WAN (1.02GM)","JIN LOONG ENTERPRISE SDN. BHD."
"6407","MAL20034561T","MISTURA ZAIWU (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6408","MAL20034532T","MISTURA PUCHONG (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6409","MAL20040146T","GNC Herbal Plus Guarana 250mg Capsule","ONI Global (Malaysia) Sdn Bhd"
"6410","MAL20040299T","GNC HERBAL PLUS FINGERPRINTED-GOTU KOLA 500MG","ONI Global (Malaysia) Sdn Bhd"
"6411","MAL20034541T","QIAN JIN ZHI DAI TABLET","SHAN YAO CORPORATION SDN. BHD."
"6412","MAL20034560T","CHAI GE JIE JI TABLET","SHAN YAO CORPORATION SDN. BHD."
"6413","MAL20040115T","PENLONG ZHIFENG TABLET","SHAN YAO CORPORATION SDN. BHD."
"6414","MAL20040332T","ZI BU SHENG FA TABLET","SHAN YAO CORPORATION SDN. BHD."
"6415","MAL20034434T","JEAN PU HU QIAN TABLET","SHAN YAO CORPORATION SDN. BHD."
"6416","MAL20040140T","TIAN MA GUO TENG TABLET","SHAN YAO CORPORATION SDN. BHD."
"6417","MAL20040290T","JIAN NAO TABLET","SHAN YAO CORPORATION SDN. BHD."
"6418","MAL20040289T","HUI CHUN ZAI ZAO TABLET","SHAN YAO CORPORATION SDN. BHD."
"6419","MAL20034872T","FUFANG DUZHONG TABLET","SHAN YAO CORPORATION SDN. BHD."
"6420","MAL20034438T","HUAI YU TABLET","SHAN YAO CORPORATION SDN. BHD."
"6421","MAL20034437T","HONG HUA TIEH DA TABLET","SHAN YAO CORPORATION SDN. BHD."
"6422","MAL20034436T","SHENG YANG YI WEI TABLET","SHAN YAO CORPORATION SDN. BHD."
"6423","MAL20034435T","GU SONG BAO TABLET","SHAN YAO CORPORATION SDN. BHD."
"6424","MAL20034433T","YAO TONG QI SUAN TABLET","SHAN YAO CORPORATION SDN. BHD."
"6425","MAL20034205T","DUZHONG PINGYA TABLETS","HERBS PHARMA SDN BHD"
"6426","MAL20034288T","ESSENCE OF POW SENG AND CORDYCEPS PLUS","LEN FA MEDICAL SUPPLIES (M) SDN BHD"
"6427","MAL20033471TCE","D.I. LIQUID CHLOROPHYLL PLUS GUARANA","DYNAPHARM HERBAL (M) SDN. BHD."
"6428","MAL20033472TCE","D.I. SPIRULINA TABLET","DYNAPHARM HERBAL (M) SDN. BHD."
"6429","MAL20040641T","ALOE COMPLEX","NATURAL ALOE BIOTECH SDN. BHD."
"6430","MAL20040061TC","PROTRIM CAPSULE","HEALTHY PROGRAMME MARKETING"
"6431","MAL20040598T","PIL JIAN TI CHOP SENG LIAN","SENG LIAN TRADING"
"6432","MAL20040596T","TONG FENG LING CHOP SENG LIAN","SENG LIAN TRADING"
"6433","MAL20040013T","CHIN FONG SUN (ORAL POWDER)","HO POH ONN MEDICAL HALL (M) SDN. BHD."
"6434","MAL20040086TC","Green Heron Psyllium Plus Capsule","GREEN HERON (M) SDN. BHD."
"6435","MAL20034738T","MISTURA PUYOUNGHU (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6436","MAL20034736T","MISTURA FONGSUDHEN (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6437","MAL20034737T","MISTURA JIANWUSANSU (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6438","MAL20034775T","MISTURA SETAN (LIQUID) 500ML","SHAN YAO CORPORATION SDN. BHD."
"6439","MAL20040003T","NING SHEN WAN","HO POH ONN MEDICAL HALL (M) SDN. BHD."
"6440","MAL20040795T","Thomson HepaPro","HERBAL REVIVAL SDN. BHD."
